Origin,OriginCode,Destination,DestinationCode,Country,FLight_Path,Flight_Time,Departure Date,Return Date,Duration,Stops,Flight_Name,Img_URL,Price,Origin_Loc,Destination_Loc
Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,3:00am - 6:50pm,5/10/2023,5/10/2023,24h 50m (2 stops),4h 10m in Dubai (DXB) � 1h 40m in London (LHR),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,335 ","30.197838, 71.4719683","43.6534733, -79.383961"
Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,3:00am - 8:45pm,5/10/2023,5/10/2023,26h 45m (2 stops),4h 10m in Dubai (DXB) � 3h 45m in London (LHR),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,335 ","30.197838, 71.4719683","43.6534733, -79.383961"
Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,3:45am - 6:40pm,5/10/2023,5/10/2023,23h 55m (2 stops),2h 55m in Doha (DOH) � 2h 20m in Munich (MUC),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,532 ","30.197838, 71.4719683","43.6534733, -79.383961"
Multan,MUX,Vancouver,YVR,Pakistan - Canada,MUX-YVR,3:00am - 7:34pm,5/10/2023,5/10/2023,28h 34m (2 stops),4h 45m in Dubai (DXB) � 5h 15m in Seattle (SEA),"Multiple airlines � Emirates 2117 operated by flydubai, Alaska Airlines 3371 operated by SKYWEST AIRLINES AS ALASKASKYWEST",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,614 ","30.197838, 71.4719683","49.2608724, -123.113952"
Multan,MUX,Montreal,YUL,Pakistan - Canada,MUX-YUL,3:45am - 2:00pm,5/10/2023,5/10/2023,19h 15m (1 stop),2h 20m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$3,980 ","30.197838, 71.4719683","45.5031824, -73.5698065"
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,6:55am - 3:00pm,5/10/2023,5/10/2023,10h 5m (1 stop),5h 20m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$644 ,"30.197838, 71.4719683","24.638916, 46.7160104"
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,6:55am - 5:00pm,5/10/2023,5/10/2023,12h 5m (1 stop),7h 20m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$644 ,"30.197838, 71.4719683","24.638916, 46.7160104"
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,6:55am - 10:55am,5/10/2023,5/10/2023,6h 0m (1 stop),1h 15m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$666 ,"30.197838, 71.4719683","24.638916, 46.7160104"
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,6:55am - 12:30pm,5/10/2023,5/10/2023,7h 35m (1 stop),1h 40m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$668 ,"30.197838, 71.4719683","21.5810088, 39.1653612"
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,6:55am - 3:40pm,5/10/2023,5/10/2023,10h 45m (1 stop),5h in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$668 ,"30.197838, 71.4719683","21.5810088, 39.1653612"
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,3:45am - 9:45am,5/10/2023,5/10/2023,8h 0m (1 stop),1h 45m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,$841 ,"30.197838, 71.4719683","21.5810088, 39.1653612"
Multan,MUX,Dammam,DMM,Pakistan - Saudi Arabia,MUX-DMM,3:00am - 8:10am,5/10/2023,5/10/2023,7h 10m (1 stop),2h 30m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$500 ,"30.197838, 71.4719683","26.4367824, 50.1039991"
Multan,MUX,Dammam,DMM,Pakistan - Saudi Arabia,MUX-DMM,3:00am - 11:55am,5/10/2023,5/10/2023,10h 55m (1 stop),6h 15m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$500 ,"30.197838, 71.4719683","26.4367824, 50.1039991"
Multan,MUX,Dammam,DMM,Pakistan - Saudi Arabia,MUX-DMM,3:00am - 2:25pm,5/10/2023,5/10/2023,13h 25m (1 stop),8h 45m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$500 ,"30.197838, 71.4719683","26.4367824, 50.1039991"
Multan,MUX,Abu Dhabi,AUH,Pakistan - United Arab Emirates,MUX-AUH,6:55am - 12:45pm,5/10/2023,5/10/2023,6h 50m (1 stop),2h 15m in Manama (BAH),Gulf Air � Gulf Air 5178 operated by Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$669 ,"30.197838, 71.4719683","24.4538352, 54.3774014"
Multan,MUX,Abu Dhabi,AUH,Pakistan - United Arab Emirates,MUX-AUH,6:55am - 6:35pm,5/10/2023,5/10/2023,12h 40m (1 stop),7h 55m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$669 ,"30.197838, 71.4719683","24.4538352, 54.3774014"
Multan,MUX,Abu Dhabi,AUH,Pakistan - United Arab Emirates,MUX-AUH,3:45am - 10:25am,5/10/2023,5/10/2023,7h 40m (1 stop),2h 50m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,$735 ,"30.197838, 71.4719683","24.4538352, 54.3774014"
Multan,MUX,London,LHR,Pakistan - United Kingdom,MUX-LHR,3:45am - 6:00pm,5/10/2023,5/10/2023,18h 15m (1 stop),7h 15m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,083 ","30.197838, 71.4719683","51.5073359, -0.12765"
Multan,MUX,London,LHR,Pakistan - United Kingdom,MUX-LHR,3:45am - 1:15pm,5/10/2023,5/10/2023,13h 30m (1 stop),2h 30m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,146 ","30.197838, 71.4719683","51.5073359, -0.12765"
Multan,MUX,London,LHR,Pakistan - United Kingdom,MUX-LHR,3:45am - 2:10pm,5/10/2023,5/10/2023,14h 25m (1 stop),3h 25m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,146 ","30.197838, 71.4719683","51.5073359, -0.12765"
Multan,MUX,Manchester,MAN,Pakistan - United Kingdom,MUX-MAN,3:00am - 12:00pm,5/10/2023,5/10/2023,13h 0m (1 stop),2h 15m in Dubai (DXB),Emirates � Emirates 2117 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,335 ","30.197838, 71.4719683","53.4794892, -2.2451148"
Multan,MUX,Manchester,MAN,Pakistan - United Kingdom,MUX-MAN,3:00am - 7:15pm,5/10/2023,5/10/2023,20h 15m (1 stop),9h 20m in Dubai (DXB),Emirates � Emirates 2117 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,335 ","30.197838, 71.4719683","53.4794892, -2.2451148"
Multan,MUX,Manchester,MAN,Pakistan - United Kingdom,MUX-MAN,3:45am - 1:25pm,5/10/2023,5/10/2023,13h 40m (1 stop),2h 35m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,613 ","30.197838, 71.4719683","53.4794892, -2.2451148"
Multan,MUX,New York,JFK,Pakistan - United States,MUX-JFK,3:00am - 2:25pm,5/10/2023,5/10/2023,20h 25m (1 stop),3h 20m in Dubai (DXB),Emirates � Emirates 2117 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,909 ","30.197838, 71.4719683","40.7127281, -74.0060152"
Multan,MUX,New York,JFK,Pakistan - United States,MUX-JFK,3:00am - 6:55pm,5/10/2023,5/10/2023,24h 55m (2 stops),4h 35m in Dubai (DXB) � 1h 50m in Milan (MXP),Emirates � Emirates 2117 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,909 ","30.197838, 71.4719683","40.7127281, -74.0060152"
Multan,MUX,New York,JFK,Pakistan - United States,MUX-JFK,6:55am - 7:55pm,5/10/2023,5/10/2023,22h 0m (2 stops),2h in Manama (BAH) � 1h 55m in London (LHR),Gulf Air � Gulf Air 6607 operated by American Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,"$1,923 ","30.197838, 71.4719683","40.7127281, -74.0060152"
Multan,MUX,Chicago,ORD,Pakistan - United States,MUX-ORD,3:45am - 3:00pm,5/10/2023,5/10/2023,21h 15m (1 stop),2h 25m in Doha (DOH),Multiple airlines � JetBlue Airways 5561 operated by Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,331 ","30.197838, 71.4719683","41.8755616, -87.6244212"
Multan,MUX,Chicago,ORD,Pakistan - United States,MUX-ORD,3:45am - 3:00pm,5/10/2023,5/10/2023,21h 15m (1 stop),2h 25m in Doha (DOH),American Airlines � American Airlines 8194 and 8125 operated by Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AA_sq.svg,"$2,356 ","30.197838, 71.4719683","41.8755616, -87.6244212"
Multan,MUX,Chicago,ORD,Pakistan - United States,MUX-ORD,3:45am - 3:00pm,5/10/2023,5/10/2023,21h 15m (1 stop),2h 25m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$2,447 ","30.197838, 71.4719683","41.8755616, -87.6244212"
Peshawar,PEW,Toronto,YYZ,Pakistan - Canada,PEW-YYZ,3:55am - 6:40pm,5/10/2023,5/10/2023,23h 45m (2 stops),2h 40m in Doha (DOH) � 2h 20m in Munich (MUC),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$4,386 ","34.0123846, 71.5787458","43.6534733, -79.383961"
Peshawar,PEW,Toronto,YYZ,Pakistan - Canada,PEW-YYZ,3:55am - 6:50pm,5/10/2023,5/10/2023,23h 55m (2 stops),2h 15m in Doha (DOH) � 2h 40m in London (LHR),"Multiple airlines � British Airways 2319 operated by Qatar Airways, Lufthansa 6584 operated by Air Canada",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$4,664 ","34.0123846, 71.5787458","43.6534733, -79.383961"
Peshawar,PEW,Toronto,YYZ,Pakistan - Canada,PEW-YYZ,3:55am - 6:50pm,5/10/2023,5/10/2023,23h 55m (2 stops),3h 10m in Doha (DOH) � 1h 45m in London (LHR),"Multiple airlines � British Airways 2319 operated by Qatar Airways, Lufthansa 6584 operated by Air Canada",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$4,664 ","34.0123846, 71.5787458","43.6534733, -79.383961"
Peshawar,PEW,Vancouver,YVR,Pakistan - Canada,PEW-YVR,3:55am - 3:39pm,5/10/2023,5/10/2023,23h 44m (2 stops),2h 15m in Doha (DOH) � 2h 10m in Seattle (SEA),Multiple airlines � Alaska Airlines 3317 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,270 ","34.0123846, 71.5787458","49.2608724, -123.113952"
Peshawar,PEW,Vancouver,YVR,Pakistan - Canada,PEW-YVR,3:55am - 5:04pm,5/10/2023,5/10/2023,25h 9m (2 stops),2h 15m in Doha (DOH) � 3h 35m in Seattle (SEA),Multiple airlines � Alaska Airlines 3400 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,270 ","34.0123846, 71.5787458","49.2608724, -123.113952"
Peshawar,PEW,Vancouver,YVR,Pakistan - Canada,PEW-YVR,3:55am - 5:04pm,5/10/2023,5/10/2023,25h 9m (2 stops),2h 15m in Doha (DOH) � 3h 35m in Seattle (SEA),Qatar Airways � Qatar Airways 2099 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$2,281 ","34.0123846, 71.5787458","49.2608724, -123.113952"
Peshawar,PEW,Montreal,YUL,Pakistan - Canada,PEW-YUL,3:55am - 2:00pm,5/10/2023,5/10/2023,19h 5m (1 stop),2h 5m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$4,196 ","34.0123846, 71.5787458","45.5031824, -73.5698065"
Peshawar,PEW,Riyadh,RUH,Pakistan - Saudi Arabia,PEW-RUH,3:55am - 10:00am,5/10/2023,5/10/2023,8h 5m (1 stop),2h 50m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,$961 ,"34.0123846, 71.5787458","24.638916, 46.7160104"
Peshawar,PEW,Riyadh,RUH,Pakistan - Saudi Arabia,PEW-RUH,3:55am - 2:40pm,5/10/2023,5/10/2023,12h 45m (1 stop),7h 30m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,$965 ,"34.0123846, 71.5787458","24.638916, 46.7160104"
Peshawar,PEW,Riyadh,RUH,Pakistan - Saudi Arabia,PEW-RUH,9:00am - 5:00pm,5/10/2023,5/10/2023,10h 0m (1 stop),4h 40m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,909 ","34.0123846, 71.5787458","24.638916, 46.7160104"
Peshawar,PEW,Dammam,DMM,Pakistan - Saudi Arabia,PEW-DMM,3:55am - 8:55am,5/10/2023,5/10/2023,7h 0m (1 stop),2h 15m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,052 ","34.0123846, 71.5787458","26.4367824, 50.1039991"
Peshawar,PEW,Dammam,DMM,Pakistan - Saudi Arabia,PEW-DMM,3:55am - 3:20pm,5/10/2023,5/10/2023,13h 25m (1 stop),8h 40m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,056 ","34.0123846, 71.5787458","26.4367824, 50.1039991"
Peshawar,PEW,Dammam,DMM,Pakistan - Saudi Arabia,PEW-DMM,3:55am - 7:50pm,5/10/2023,5/10/2023,17h 55m (1 stop),13h 10m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,059 ","34.0123846, 71.5787458","26.4367824, 50.1039991"
Peshawar,PEW,Dubai,DXB,Pakistan - United Arab Emirates,PEW-DXB,3:55am - 8:55pm,5/10/2023,5/10/2023,18h 0m (1 stop),12h 55m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,$808 ,"34.0123846, 71.5787458","25.074282349999997, 55.18853865430702"
Peshawar,PEW,Dubai,DXB,Pakistan - United Arab Emirates,PEW-DXB,3:55am - 8:55pm,5/10/2023,5/10/2023,18h 0m (1 stop),12h 55m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,$934 ,"34.0123846, 71.5787458","25.074282349999997, 55.18853865430702"
Peshawar,PEW,Dubai,DXB,Pakistan - United Arab Emirates,PEW-DXB,3:55am - 3:40pm,5/10/2023,5/10/2023,12h 45m (2 stops),2h 10m in Doha (DOH) � 4h 10m in Muscat (MCT),Multiple airlines � Qatar Airways 4637 operated by Oman Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,067 ","34.0123846, 71.5787458","25.074282349999997, 55.18853865430702"
Peshawar,PEW,Abu Dhabi,AUH,Pakistan - United Arab Emirates,PEW-AUH,3:55am - 10:25am,5/10/2023,5/10/2023,7h 30m (1 stop),2h 35m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,$775 ,"34.0123846, 71.5787458","24.4538352, 54.3774014"
Peshawar,PEW,Abu Dhabi,AUH,Pakistan - United Arab Emirates,PEW-AUH,3:55am - 4:15pm,5/10/2023,5/10/2023,13h 20m (1 stop),8h 25m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,$779 ,"34.0123846, 71.5787458","24.4538352, 54.3774014"
Peshawar,PEW,Abu Dhabi,AUH,Pakistan - United Arab Emirates,PEW-AUH,9:00am - 5:15pm,5/10/2023,5/10/2023,9h 15m (1 stop),3h 40m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,"$1,021 ","34.0123846, 71.5787458","24.4538352, 54.3774014"
Peshawar,PEW,London,LHR,Pakistan - United Kingdom,PEW-LHR,9:00am - 6:40pm,5/10/2023,5/10/2023,13h 40m (1 stop),2h 55m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,127 ","34.0123846, 71.5787458","51.5073359, -0.12765"
Peshawar,PEW,London,LHR,Pakistan - United Kingdom,PEW-LHR,9:00am - 8:15pm,5/10/2023,5/10/2023,15h 15m (1 stop),4h 25m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,127 ","34.0123846, 71.5787458","51.5073359, -0.12765"
Peshawar,PEW,London,LHR,Pakistan - United Kingdom,PEW-LHR,3:55am - 2:10pm,5/10/2023,5/10/2023,14h 15m (1 stop),3h 10m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,206 ","34.0123846, 71.5787458","51.5073359, -0.12765"
Peshawar,PEW,Manchester,MAN,Pakistan - United Kingdom,PEW-MAN,9:00am - 7:15pm,5/10/2023,5/10/2023,14h 15m (1 stop),3h 10m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,003 ","34.0123846, 71.5787458","53.4794892, -2.2451148"
Peshawar,PEW,Manchester,MAN,Pakistan - United Kingdom,PEW-MAN,3:55am - 1:25pm,5/10/2023,5/10/2023,13h 30m (1 stop),2h 20m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,531 ","34.0123846, 71.5787458","53.4794892, -2.2451148"
Peshawar,PEW,Manchester,MAN,Pakistan - United Kingdom,PEW-MAN,9:00am - 7:15pm,5/10/2023,5/10/2023,14h 15m (1 stop),3h 10m in Dubai (DXB),Multiple airlines � Qantas Airways 8019 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,488 ","34.0123846, 71.5787458","53.4794892, -2.2451148"
Peshawar,PEW,New York,JFK,Pakistan - United States,PEW-JFK,3:55am - 3:20pm,5/10/2023,5/10/2023,20h 25m (1 stop),2h 25m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$2,472 ","34.0123846, 71.5787458","40.7127281, -74.0060152"
Peshawar,PEW,New York,JFK,Pakistan - United States,PEW-JFK,3:55am - 3:20pm,5/10/2023,5/10/2023,20h 25m (1 stop),2h 25m in Doha (DOH),American Airlines � American Airlines 8289 and 8115 operated by Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AA_sq.svg,"$2,483 ","34.0123846, 71.5787458","40.7127281, -74.0060152"
Peshawar,PEW,New York,JFK,Pakistan - United States,PEW-JFK,3:55am - 3:20pm,5/10/2023,5/10/2023,20h 25m (1 stop),2h 25m in Doha (DOH),Multiple airlines � JetBlue Airways 6640 operated by Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,552 ","34.0123846, 71.5787458","40.7127281, -74.0060152"
Peshawar,PEW,Los Angeles,LAX,Pakistan - United States,PEW-LAX,3:55am - 2:20pm,5/10/2023,5/10/2023,22h 25m (1 stop),2h 35m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$2,276 ","34.0123846, 71.5787458","34.0536909, -118.242766"
Peshawar,PEW,Los Angeles,LAX,Pakistan - United States,PEW-LAX,3:55am - 10:20pm,5/10/2023,5/10/2023,30h 25m (2 stops),2h 25m in Doha (DOH) � 2h 55m in Miami (MIA),American Airlines � American Airlines 8289 and 8136 operated by Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AA_sq.svg,"$2,315 ","34.0123846, 71.5787458","34.0536909, -118.242766"
